Timestamp,Transformer.tr(r:idt552-idt552lv)__NormalAmps,Transformer.tr(r:idt560-idt560lv)__NormalAmps,Transformer.tr(r:idt578-idt578lv)__NormalAmps,Transformer.tr(r:idt593-idt593lv)__NormalAmps,Transformer.tr(r:idt597-idt597lv)__NormalAmps,Transformer.tr(r:idt616-idt616lv)__NormalAmps,Transformer.tr(r:idt629-idt629lv)__NormalAmps,Transformer.tr(r:idt660-idt660lv)__NormalAmps,Transformer.tr(r:idt673-idt673lv)__NormalAmps,Transformer.tr(r:idt705-idt705lv)__NormalAmps,Transformer.tr(r:idt724-idt724lv)__NormalAmps,Transformer.tr(r:idt741-idt741lv)__NormalAmps,Transformer.tr(r:idt808-idt808lv)__NormalAmps,Transformer.tr(r:idt940-idt940lv)__NormalAmps,Transformer.tr(r:idt997-idt997lv)__NormalAmps,Transformer.tr(r:idt998-idt998lv)__NormalAmps,Transformer.tr(r:idt1045-idt1045lv)__NormalAmps,Transformer.tr(r:idt1098-idt1098lv)__NormalAmps,Transformer.tr(r:idt1144-idt1144lv)__NormalAmps
2020-01-01 00:00:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 00:15:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 00:30:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 00:45:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 01:00:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 01:15:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 01:30:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 01:45:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 02:00:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 02:15:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 02:30:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 02:45:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 03:00:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 03:15:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 03:30:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 03:45:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 04:00:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 04:15:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 04:30:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 04:45:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 05:00:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 05:15:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 05:30:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 05:45:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 06:00:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 06:15:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 06:30:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 06:45:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 07:00:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 07:15:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 07:30:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 07:45:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 08:00:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 08:15:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 08:30:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 08:45:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 09:00:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 09:15:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 09:30:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 09:45:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 10:00:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 10:15:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 10:30:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 10:45:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 11:00:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
2020-01-01 11:15:00,7.639358012533139,7.638888888888889,3.8194444444444446,25.4645267084438,3.8194444444444446,15.278716025066277,15.278716025066277,3.8196790062665693,25.4645267084438,5.09290534168876,15.278716025066277,3.8194444444444446,15.278716025066277,15.278716025066277,7.639358012533139,5.09290534168876,15.278716025066277,3.8196790062665693,5.09290534168876
